Lname,Fname,Regiment,RankCasualtie,RankSoldier,Junk
PARKER,HORACE,,Lieutenant,LT,0
PATERSON,GEORGE IRVING,,Captain,CPT,0
PEDLEY,HUGH STOWELL,,Captain,CPT,0
PELLETIER,CHARLES ADOLPHE,,Lieutenant,LT,0
PIKE,ARTHUR WILSON,,Lieutenant,LT,0
POPE,FRANK,,Lieutenant,LT,0
PORTER,ROGER MORROW,,Lieutenant,LT,0
POWELL,ALAN TORRANCE,,Major,MAJ,0
POWELL,VERNON HARCOURT DE BUTTS,,Major,MAJ,0
PRINGLE,EDEN LYAL,,Nursing Sister,NS,0
PYMAN,COLIN KEITH LEE,,Major,MAJ,0
RADDALL,THOMAS HEAD,,Lieutenant Colonel,MAJ,0
RAINBOTH,JOHN,,Lieutenant,LT,0
RALSTON,IVAN STEELE,,Major,MAJ,0
RASMUSSEN,AXEL,,Major,MAJ,0
RATZ,JOHN HENRY,,Major,MAJ,0
RAYNES,SIDNEY HERBERT,,Major,MAJ,0
READE,THOMAS HAROLD,,Lieutenant,LT,0
REEVE,ALAN,,Lieutenant,LT,0
REHDER,LORNE HENRY,,Lieutenant,LT,0
RENDER,MCKENZIE,,Major,MAJ,0
REYNOLDS,GERALD ELLIS,,Lieutenant,LT,0
RICHARDS,JOSEPH WILFRED,,Lieutenant,LT,0
RICHARDS,PERCY JOHN LESTER,,Captain,CPT,0
ROBINSON,DAVID ALEXANDER,,Lieutenant,LT,0
ROBINSON,GEORGE,,Captain,MAJ,0
ROBINSON,GEORGE,,Lieutenant,MAJ,0
ROCHE,GEORGE E,,Lieutenant,LT,0
ROSS,ADA JANET,,Nursing Sister,NS,0
ROUNDS,HERBERT CHARLES,,Captain,CPT,0
SAGE,GEORGE,,Lieutenant,LT,0
SALTON,WILLIAM FLETCHER,,Lieutenant,LT,0
SARE,GLADYS IRENE,,Nursing Sister,NS,0
SCLATER,ARTHUR NORMAN,,Lieutenant,LT,0
SCOTT,WALTER FRANK,,Lieutenant,LT,0
SCULLY,HAROLD LEO,,Lieutenant,LT,0
SHARPE,SAMUEL SIMPSON,,Lieutenant Colonel,LCL,0
SINCLAIR,LINDSAY MCNABB,,Lieutenant,LT,0
SKEDDEN,CHARLES EDWIN LLOYD,,Lieutenant,LT,0
SKELTON,EDWIN KERR,,Lieutenant,LT,0
SMITH,ANTHONY,,Lieutenant,LT,0
SNYDER,WILLIAM HILLIARD,,Lieutenant,LT,0
SOMERVILLE,KENNETH IAN,,Lieutenant,LT,0
SOPER,RUSSELL WRIGHT,,Lieutenant,LT,0
SPENCE,JOHN CLAUSON,,Lieutenant,LT,0
SPENCE,LYELL CAMPBELL,,Lieutenant,LT,0
SPRADO,FREDERICK EMERSON,,Lieutenant,LT,0
SPURR,EDGAR SMITH,,Lieutenant,LT,0
STACEY,JOHN RANDOLPH,,Lieutenant,LT,0
STAMERS,ANNA IRENE,,Nursing Sister,NS,0
STAPLES,HAROLD KILBURN,,Lieutenant,LT,0
STITT,ORMOND MONTGOMERY,,Captain,CPT,0
STRATFORD,JOSEPH BENJAMIN,,Captain,CPT,0
SUTHERLAND,JOHN,,Major,MAJ,0
SWANN,PETER ROBERT,,Lieutenant,LT,0
SYDDALL,GEORGE BAXBY,,Captain,CPT,0
TAIT,JAMES EDWARD,,Lieutenant,LT,0
TATLOW,JOHN GARNETT,,Major,MAJ,0
TAYLOR,THOMAS JOSEPH,,Lieutenant,LT,0
TAYLOR,WILLIAM WALLACE,,Lieutenant,LT,0
TEMPLEMAN,JEAN,,Nursing Sister,NS,0
THAIRS,EDWARD FOX,,Lieutenant,LT,0
THOMAS,THEODORE GAUNTLETT,,Lieutenant,LT,0
THOMPSON,EDWARD PAYSON,,Lieutenant,LT,0
THWAITE,WILLIAM,,Lieutenant,LT,0
TRAVIS,CLIFFORD WELDON,,Lieutenant,LT,0
TREMBLAY,ALBERT JACQUES,,Lieutenant,LT,0
TREVELYAN,WILLIAM JOHN,,Lieutenant,LT,0
TUCKER,PERCIVAL GEORGE,,Lieutenant,LT,0
TURNER,ALEXANDER,,Lieutenant,CPT,0
TURNER,JAMES ALEXANDER,,Lieutenant Colonel,LT,0
TWEED,THOMAS MCLELLAN,,Captain,LT,0
UPTON,HERBERT MARSHALL,,Lieutenant,CPT,0
VEILLEUX,CHARLES ALFRED,,Lieutenant,LT,0
VINCE,ARTHUR NEVILLE,,Lieutenant Colonel,MAJ,0
VOELKER,CHARLES RICHMOND,,Lieutenant,LT,0
WAITE,GEORGE DOUGLAS,,Lieutenant,LT,0
WAKE,GLADYS MAUDE MARY,,Nursing Sister,NS,0
WALKER,ARTHUR LESLIE,,Major,MAJ,0
WATSON,BASIL MORRIS,,Lieutenant,LT,0
WATSON,CHARLES HAROLD,,Lieutenant,LT,0
WAY,JOHN HATHERLY,,Lieutenant,LT,0
WEST,RANDOLPH HADDEN ARNOLD,,Lieutenant,LT,0
WETMORE,NORMAN HOWARD,,Captain,CPT,0
WHITELY,ANNA ELIZABETH,,Nursing Sister,NS,0
WILSON,ROBERT JOHNSTON,,Lieutenant,LT,0
WILSON,WILLIAM BELL,,Lieutenant,LT,0
WOOD,FRANK ABBOTT,,Lieutenant,LT,0
WRIGHT,DOUGLAS CHRISTIE,,Lieutenant,LT,0
ZIMMERMAN,ADAM LEONARD,,Captain,CPT,0
ADAMS,JOSEPH DORNEY,,Lieutenant,LT,0
BAKER,MIRIAM EASTMAN,,Nursing Sister,NS,0
BALL,SIDNEY HASKELL,,Lieutenant,LT,0
BARRIE,THOMAS BROWN,,Captain,CPT,0
BATSON,ARTHUR RICHARD,,Captain,CPT,0
BELCHER,LESLIE KENNETH,,Captain,CPT,0
BENNY,WILLIAM WHITFORD,,Lieutenant,LT,0
BLACKBURN,CHARLES FREDERICK,,Lieutenant,LT,0
BLAIR,HAROLD JOHN,,Captain,LT,0
BLUNDEN,DENIS ALFRED,,Lieutenant,LT,0
BOLTE,FELIX OLIVIER,,Lieutenant,LT,0
BOYLE,EBEN ARCHIBALD,,Captain,LT,0
BRASSEY,WILLIAM LESLIE,,Lieutenant,LT,0
BRICKER,GEORGE GILBERT,,Captain,LT,0
BRIGHTON,ANDREW MELVILLE,,Lieutenant,LT,0
BROAD,THOMAS HAROLD,,Captain,CPT,0
BROCKLEBANK,STANLEY HOWSON,,Captain,LT,0
BROWN,JOHN RANBY,,Lieutenant,LT,0
BROWN,ROBERT ELLIOTT,,Lieutenant,LT,0
BROWN,WILLIAM EBERTS,,Lieutenant,LT,0
BROWNRIDGE,WILLIAM JAMES,,Lieutenant,LT,0
BUCHANAN,CHARLES FRANKLIN,,Lieutenant,LT,0
BURGER,FREDERICK MAX,,Lieutenant,LT,0
BURKE,FRANK JAMES,,Captain,LT,0
BURKE,RICHARD JOSEPH,,Lieutenant,LT,0
BURNS,WILLIAM JAMES GORDON,,Major,MAJ,0
BURROWS,CHARLES STUART,,Captain,CPT,0
BURROWS,MARK KENNETH,,Lieutenant,LT,0
CAMPBELL,LORNE DOUGLAS,,Lieutenant,LT,0
CHAPMAN,WILLIAM JOHN,,Lieutenant,LT,0
CHISHOLM,GEORGE PHILLIP,,Lieutenant,LT,0
CHRISTIE,ROBERT WILLIAM EWART,,Lieutenant,LT,0
CHRISTIE,WILLIAM DAVIDSON CAIRNS,,Captain,LT,0
COLEGRAVE,ARTHUR PHILIP,,Lieutenant,LT,0
COLLIE,ALAN,,Lieutenant,LT,0
COLLINS,THOMAS,,Lieutenant,LT,0
COLMAN,DOUGLAS ALLEN,,Lieutenant,LT,0
COMMINS,CHESTER FRANCIS,,Captain,CPT,0
COOK,JOHN,,Lieutenant,LT,0
COPE,ANTHONY DENNIS,,Lieutenant,LT,0
COULSON,BYARD JOHN,,Lieutenant,LT,0
CRANE,JOHN WILBUR,,Captain,LT,0
CROMBIE,VINCENT ROBERT ALEXANDER,,Lieutenant,LT,0
CROSSKILL,JAMES HENRY,,Lieutenant,CPT,0
CULHAM,HUBERT ANTHONY,,Captain,CPT,0
CUNNINGHAM,ROBERT ALEXANDER,,Lieutenant,LT,0
DAVIS,HARRY ALFRED,,Lieutenant,LT,0
DAVIS,WILLIAM MAHLON,,Lieutenant Colonel,LCL,0
DAWSON,IRVIN HARRISON,,Lieutenant,LT,0
DEAN,ROY CHESTER,,Lieutenant,LT,0
DENHAM,NORMAN EDEN,,Lieutenant,LT,0
DENISON,WALTER THOMPSON,,Lieutenant,LT,0
DICKINSON,SYDNEY HARVEY,,Lieutenant,LT,0
DRUMMOND-HAY,ERIC,,Lieutenant,LT,0
DUNCAN,ALAN BARRIE,,Captain,CPT,0
DUNCAN,ARTHUR JACKSON,,Captain,CPT,0
DUNLOP,ROBERT,,Captain,CPT,0
DUPLISSIE,ROY,,Lieutenant,LT,0
EATON,RUPERT WILLIAM,,Lieutenant,LT,0
ELDER,JOHN ANDREW DOW,,Lieutenant,LT,0
ELLIOTT,EDWARD PATRICK,,Lieutenant,LT,0
ELLIOTT,JOHN,,Lieutenant,LT,0
EVANS,JAMES LLOYD,,Captain,CPT,0
FERRIS,JAMES ROBINSON,,Captain,CPT,0
FINDLAY,ERNEST BRAINERD,,Lieutenant,LT,0
FINN,WILLIAM CLIFFORD,,Lieutenant,LT,0
FLINT,CLARENCE KELLS,,Lieutenant,LT,0
FOGARTY,GERALD SAUNDERS,,Lieutenant,LT,0
FORSYTH,JAMES COBBAN,,Captain,LT,0
FORSYTH,WILLIAM FRASER,,Lieutenant,LT,0
FOSTER,WILLIAM GARLAND,,Captain,CPT,0
FOX,WILLIAM HAROLD,,Lieutenant,LT,0
FRANCIS,ALBERT,,Lieutenant,LT,0
FRASER,JOHN BRUCE,,Captain,CPT,0
FRENCH,CECIL JOHN,,Lieutenant,LT,0
FRENCH,GORDON RAE,,Lieutenant,LT,0
GARDNER,STANLEY DOUGLAS,,Lieutenant Colonel,LCL,0
GARRETT,DALTON GILBERT KNOX,,Lieutenant,CPT,0
GARY,FRANKLIN JUDE,,Major,LT,0
GIBSON,DONALD,,Lieutenant,LT,0
GIBSON,FRANKLIN REGINALD,,Lieutenant,LT,0
GILMOUR,DOUGLAS BRACEWELL,,Lieutenant,LT,0
GOODWIN,LEO FRANCIS,,Captain,LT,0
GOULD,JOHN BARKER,,Captain,CPT,0
GRAHAM,THOMAS FLECK,,Captain,CPT,0
GRANT,ALEXANDER ROBERT,,Lieutenant,LT,0
GRANT,CHARLES ARNOLD,,Lieutenant,LT,0
GRANT,JOHN,,Lieutenant,LT,0
GRAY,ALLAN,,Captain,LT,0
GRAY,ROBERT MURRAY MCCHEYNE,,Lieutenant,LT,0
GREEN,MATILDA ETHEL,,Nursing Sister,NS,0
GRISDALE,ARNOLD,,Captain,CPT,0
GUILFOYLE,THOMAS REGINALD,,Captain,CPT,0
GURNEY,ALBERT NEWTON,,Lieutenant,LT,0
GWYN,DONALD STODART,,Lieutenant,LT,0
HALSTEAD,CHESTER WILLIAM,,Lieutenant,LT,0
HARRISON,SAMUEL LEONARD TILLEY,,Lieutenant (S),LT,0
HARTMAN,ROBERT ROSS,,Lieutenant,LT,0
HAZLETT,WILLIAM GEORGE,,Lieutenant,LT,0
HENNAN,VICTORIA BELLE,,Nursing Sister,NS,0
HENRY,WILLIAM,,Lieutenant,LT,0
HINDSON,WILLIAM ERNEST,,Captain,CPT,0
HOCKEN,RICHARD HENRY,,Lieutenant,LT,0
HOLLAND,JAMES ALBERT,,Lieutenant,LT,0
HORTON,ANDREW ALLISON,,Lieutenant,LT,0
HOSFORD,GEORGE ERNEST,,Lieutenant,LT,0
HOSFORD,SAMUEL RICHARD,,Lieutenant,LT,0
HOUSTON,ALEXANDER MCLEAN,,Lieutenant Colonel,LCL,0
HUBBARD,JOHN RANDOLPH,,Lieutenant,LT,0
INGLIS,CHARLES MELDRUM,,Lieutenant,LT,0
INGLIS,THOMAS BELL,,Captain,CPT,0
JAMIESON,WALTER HYATT,,Lieutenant,LT,0
JAMIESON,WILLIAM FRANCIS,,Captain,CPT,0
JOHNSON,AMBROSE,,Captain,CPT,0
JONSSON,HALLGRIMUR,,Lieutenant,LT,0
KAIN,ROY JOSEPH,,Captain,CHP,0
KEARSLEY,GEORGE CECIL,,Lieutenant,LT,0
KENNEDY,JOHN HENRY MITCHELL,,Lieutenant,LT,0
KING,WALTER DE MAYHEW,,Captain,LT,0
KINLOCH,WATSON,,Lieutenant,LT,0
KINTON,CLARENCE EDWARD,,Lieutenant,LT,0
KRENCHEL,OTTO BERTEL,,Lieutenant,LT,0
KYLES,LLOYD BUTLER,,Lieutenant,LT,0
LANG,SIDNEY ALBERT,,Lieutenant,LT,0
LAWRENCE,ERNEST WILKINSON,,Captain,CPT,0
LEACH,HAROLD OAKLEY,,Lieutenant,LT,0
LEACH,ROBERT ONEBYE,,Lieutenant,LT,0
LEE,CHARLES JOHN NAIRNE,,Lieutenant,LT,0
LESLIE,WILLIAM BROWN,,Lieutenant,LT,0
LITTLE,NEVILLE HALL,,Captain,CPT,0
LLOYD,LIONEL BERTIE ELD,,Lieutenant,LT,0
LOUDON,BRIAN MELVILLE,,Lieutenant,CPT,0
LOWES,JOHN WASDALE,,Lieutenant,LT,0
MACKAY,ATWOOD TALBOT,,Major,MAJ,0
MACKEY,WILLIAM HERBERT,,Lieutenant,LT,0
MACNEILL,JAMES GRANT,,Captain,CPT,0
MACPHERSON,CHRISTOPHER SALMON,,Lieutenant,LT,0
MARRIOTT,JOHN,,Private,LT,0
MCCARTER,DOUGLAS SHERWOOD,,Lieutenant,LT,0
MCCUAIG,ROBERT ERNEST,,Captain,CPT,0
MCDIARMAID,BENJAMIN,,Captain,CPT,0
MCELROY,VICTOR HENRY,,Lieutenant,LT,0
MCEWEN,CUTHBERT FINNIE,,Major,MAJ,0
MCLEAN,STEWART SMITH,,Lieutenant,LT,0
MCLEOD,WILLIAM MCLAREN,,Lieutenant,LT,0
MCQUARRIE,DONALD ARCHIBALD,,Captain,CPT,0
MCTAGGART,WILLIAM BRODER,,Major,MAJ,0
MEGAN,GERALD WALLACE,,Lieutenant,LT,0
MELLETT,HENRIETTA,,Nursing Sister,NS,0
METCALFE,HENRY,,Lieutenant,LT,0
MILFORD,THAYER VINCENT,,Lieutenant,LT,0
MILLIGAN,ALEXANDER WILSON,,Lieutenant,LT,0
MILNE,DAVID,,Lieutenant,LT,0
MONTGOMERY,JAMES WILLIAM,,Lieutenant,LT,0
MOORE,STANLEY GRAHAM,,Lieutenant,LT,0
MORRICE,JOHN,,Lieutenant,LT,0
MORWICK,JAMES HUGH,,Lieutenant,LT,0
MUNRO,JOHN MACKAY,,Captain,LT,0
MURPHY,FRANCIS MICHAEL,,Lieutenant,LT,0
MURPHY,STERNDALE JOSEPH,,Captain,CPT,0
MURRAY,WALTER JAMES,,Lieutenant,LT,0
NASON,ALEXIS PAINTER,,Lieutenant,LT,0
NEILL,ALEXANDER GUILD,,Lieutenant,LT,0
NEVILL,RALPH,,Lieutenant,LT,0
NICOL,CHARLES DONALD,,Lieutenant,LT,0
NORTH,JOHN WESLEY,,Lieutenant,LT,0
NORTHWOOD,HERBERT BRAID,,Lieutenant,LT,0
NORTON,CORY ARTHUR,,Lieutenant,LT,0
OLIVIER,ADOLPHE,,Lieutenant,LT,0
OTT,FRANKLIN WALTER,,Captain,CPT,0
PAE,PETER RICHARD,,Lieutenant,LT,0
PALMER,HENRY ARTHUR,,Lieutenant,LT,0
PARKER,ARTHUR ALLAN,,Captain,CPT,0
PATTISON,HUGH MACMILLAN,,Lieutenant,LT,0
POLLOCK,ROBERT,,Captain,CPT,0
PRICE,ROBERT WALTER FRANCIS,,Lieutenant,LT,0
PROBERT,JAMES THOMAS,,Lieutenant,LT,0
PROUDFOOT,WILLIAM,,Lieutenant,CPT,0
REAUME,JOHN STANLEY,,Lieutenant,LT,0
RENNIE,SAMUEL GORDON,,Lieutenant,LT,0
RENNISON,LANCELOT,,Lieutenant,LT,0
RICHMOND,DAVID,,Lieutenant,LT,0
ROBINS,ARCHIBALD JOHN,,Lieutenant,LT,0
ROBINSON,CHARLES BRYAN,,Captain,CPT,0
ROBINSON,GEORGE VICTOR,,Lieutenant,LT,0
ROCHESTER,GEORGE HARVEY,,Lieutenant,LT,0
ROGERS,NELLIE GRACE,,Nursing Sister,NS,0
ROSS,ANDREW,,Captain,CPT,0
ROWE,ARTHUR BARTON,,Lieutenant,LT,0
RULE,EDGAR,,Lieutenant,LT,0
SCATCHERD,JOHN LABATT,,Lieutenant,LT,0
SCOTT,ALEXANDER MCKAY,,Lieutenant,LT,0
SELLERS,GEORGE EDWARD,,Lieutenant,LT,0
SHEPHERD,ERNEST GORDON,,Lieutenant,LT,0
SHEPLEY,JOSEPH GORE,,Lieutenant,LT,0
SHREVE,CHARLES DAYRELL,,Lieutenant,LT,0
SIMPSON,JOSEPH DONALDSON,,Major,MAJ,0
SKENE,STANLEY DONALD,,Captain,CPT,0
SMITH,HAROLD ARCHIBALD,,Lieutenant,LT,0
SMITH,THOMAS ARTHUR,,Lieutenant,LT,0
SMITH,WALTER CALKIN,,Lieutenant,LT,0
STEADMAN,HORACE BASTEN,,Lieutenant,LT,0
STEWART,CHARLES JAMES TOWNSHEND,,Lieutenant Colonel,LCL,0
SUTER,GORDON WILSON,,Lieutenant,CPT,0
TAIT,WILLIAM ELMER,,Lieutenant,LT,0
TASSIE,BENJAMIN BERTCHAEL EAGER,,Lieutenant,LT,0
TAYLOR,GERALD INGRAM,,Lieutenant,LT,0
TAYLOR,THOMAS WARDLAW,,Major,MAJ,0
THOMPSON,ALFRED HAMILTON,,Lieutenant,LT,0
THOMPSON,HENRY AUBREY,,Captain,CPT,0
THOMSON,JOHN,,Lieutenant,LT,0
TINGLEY,FRANK HARVEY,,Captain,LT,0
TODD,JAMES HARVEY,,Major,MAJ,0
TOOLE,DAVID FREDERICK JACK,,Captain,LT,0
TOUGH,WILLIAM GORDON,,Lieutenant,LT,0
TREES,CHRISTOPHER FRANK,,Lieutenant,LT,0
VANKLEECK,STUART BRUCE,,Major,MAJ,0
VIBERT,WILSON GEORGE,,Lieutenant,LT,0
WALLACE,MATTHEW MAURICE,,Lieutenant,LT,0
WALTER,ROYLAND ALLIN,,Lieutenant,LT,0
WATSON,JAMES CAMERON,,Lieutenant,LT,0
WATTS,WILFRED JOHN,,Lieutenant,LT,0
WEAVER,RALPH LINCOLN,,Lieutenant,LT,0
WELSH,LEONARD ALFRED,,Lieutenant,LT,0
WERDEN,FREDERICK ASA,,Lieutenant,LT,0
WEST,CHARLES ERIC,,Captain,CPT,0
WHITE,ALBERT EDWARD,,Lieutenant,LT,0
WHYTE,WILFRED,,Captain,CPT,0
WILKINS,REGINALD PRINSEP,,Lieutenant,LT,0
WILLIAMS,PHILIP EDWARD,,Lieutenant,LT,0
WILLIAMS,THOMAS LEWIS OWEN,,Lieutenant,LT,0
WILLOUGHBY,SAMUEL THOMAS,,Lieutenant,LT,0
WILSON,ARTHUR PATRICK,,Lieutenant,LT,0
WOOD,ARTHUR VINCENT,,Major,MAJ,0
YOUNG,ARTHUR HAMILTON,,Captain,CPT,0
YOUNG,JAMES CHRISTIAN LAWRENCE,,Major,MAJ,0
ADAIR,HAMILTON JOHN,,Major and Quartermaster,MAJ,0
ADIE,JOHN MCCLELLAND,,Lieutenant,LT,0
ARMOUR,ROBERT STANLEY,,Captain,LT,0
BATH,EDWARD OSLER,,Captain,CPT,0
BRIGHT,CLARENCE,,Lieutenant,LT,0
CAMERON,JOHN SCOTT,,Lieutenant,LT,0
CHISHOLM,EDWARD ALEXANDER,,Major,CPT,0
CLARK,FRED,,Gunner,CPT,0
COLQUHOUN,WYNDHAM JOHN,,Lieutenant,LT,0
DAGG,AINSLIE ST CLAIR,,Nursing Sister,NS,0
DAVIDSON,ROBERT FRANCIS,,Captain,CPT,0
DENNIS,HUGH OLIVER,,Lieutenant,LT,0
DODGE,GEORGE TOMLINSON,,Honourary Captain,LT,0
DUNLOP,HARRY,,Captain,CPT,0
GILBERT,ANSON ELLIOTT,,Lieutenant,LT,0
GOGAY,ARCHIBALD WILFRED,,Captain,LT,0
HEIGHINGTON,GEOFFREY,,Lieutenant,LT,0
HENDERSON,ERNEST BRIAN,,Lieutenant,LT,0
HODGSON,JOHN EASTWOOD,,Lieutenant,,0
JACK,GEORGE EDMUND,,Captain,LT,0
JENNER,LENNA MAE,,Nursing Sister,NS,0
JOHNSTON,ERIC FRANKLIN,,Honourary Captain,CHP,0
JOHNSTON,JONATHAN LOCKE,,Honourary Captain,CPT,0
KAY,JOHN,,Major,MAJ,0
KIBURZ,LEO ALBERT,,Lieutenant,LT,0
KIDD,CLARENCE ERROL,,Captain,LT,0
LANTZ,ORRIN LINCOLN,,Lieutenant,LT,0
LATTER,ERNEST HENRY,,Captain,CPT,0
LAWRENCE,CLARENCE VICTOR,,Lieutenant,LT,0
MACDONELL,WINFRED SMYTHE,,Major,MAJ,0
MACEACHEN,REBECCA HELEN,,Nursing Sister,NS,0
MCKAY,EVELYN VERRALL,,Nursing Sister,NS,0
MCSPADDEN,WILLIAM,,Major,MAJ,0
MENNIE,EDWARD THOMAS,,Captain,LT,0
NEWITT,THOMAS GORDON,,Lieutenant,LT,0
NEWMAN,HAROLD ARTHUR,,Lieutenant,LT,0
ORR,JOHN PERCY,,Lieutenant,LT,0
PHILLIPS,EUGENE SUMMERVILLE,,Lieutenant,LT,0
PIERCEY,JOHN GEORGE,,Lieutenant Colonel,LCL,0
PRESTON,WILFRED JOHN,,Captain,CPT,0
ROBERTS,MAURICE CAMERON,,Captain,LT,0
RUTTAN,ARTHUR CHARLES,,Major,MAJ,0
SCOTT,HAROLD ANDERSON,,Lieutenant,LT,0
SEATON,WILLIAM FALLIS,,Major,MAJ,0
SHANNON,PERCY ROY,,Lieutenant,LT,0
SHAW,GREVILLE HAVERGAL,,Lieutenant Colonel,MAJ,0
SMITH,CHARLES HENRY VERNON,,Captain,LT,0
SMITH,REGINALD SYDNEY,,Lieutenant,LT,0
STAPLETON,NICHOLAS,,Captain,CPT,0
STEACY,WILLIAM EDWARD,,Major,CPT,0
TAYLOR,HARRY,,Captain,CPT,0
THOMPSON,HARRY PURDY,,Captain,CPT,0
THORNTON,ERNEST,,Major,CPT,0
VINING,ROY LINDLEY,,Lieutenant,LT,0
WEIR,DOUGLAS,,Captain,CPT,0
ARMOUR,JOHN DOUGLAS,,Major,MAJ,0
ATKIN,JOHN PERCY HUME,,Lieutenant,LT,0
AUBRY,JOSEPH EUGENE,,Lieutenant,LT,0
BAIN,JOHN SCOTT,,Lieutenant,LT,0
BAKER,WILLIAM ALTON,,Lieutenant,LT,0
BARRY,CHARLES LUCIEN MAURICE,,Lieutenant,LT,0
BELCHER,ROBERT,,Lieutenant Colonel,COL,0
BENTLEY,LLOYD OWEN,,Captain,CPT,0
BILTON,NORMAN CREIGHTON,,Lieutenant,LT,0
BROWN,ROBERT,,Lieutenant,,0
BUDDELL,WILLIAM HENRY,,Lieutenant,LT,0
CARTER,ALBERT DESBRISAY,,Major,MAJ,0
CHAMPAGNE,ERNESTINE,,Nursing Sister,NS,0
CHEDZEY,HENRY CHARLES,,Lieutenant,LT,0
CHISNALL,CHARLES ALAIN,,Lieutenant,LT,0
CORNELL,STANLEY ANDERSON,,Lieutenant,LT,0
DEER,HERBERT EDWARD,,Lieutenant,LT,0
DERBYSHIRE,WILFRED,,Lieutenant,LT,0
DESLAURIERS,ALEXANDRE,,Lieutenant,LT,0
DIXON,JOHN WARREN,,Lieutenant,LT,0
DOBBIN,GRAHAM LEONARD,,Captain,CPT,0
DOWDING,ISAAC WILLIAM,,Captain,CPT,0
DUCHESNAY,FRANK ALEXANDER,,Lieutenant,LT,0
ELLIOTT,JOSEPH,,Captain,CPT,0
EMSLEY,WILLIAM HENRY,,Lieutenant Colonel,LCL,0
EVANS,EDWARD CASSILS,,Captain,CPT,0
FAULKNER,ALBERT EDWARD,,Lieutenant,LT,0
GALT,JAMES HENRY,,Lieutenant,LT,0
GIRLING,THEODORE AUGUSTUS,,Captain,LT,0
GORDON,CHARLES HAUGHTON MCKAY,,Major,MAJ,0
GRAHAM,JAMES GRAHAM,,Major,MAJ,0
GRANT,GRACE MABEL,,Nursing Sister,NS,0
HACKETT,WILLIAM THOMAS,,Captain,CPT,0
KERR,HYNDMAN HENRY,,Captain,CPT,0
KING,JESSIE NELSON,,Nursing Sister,NS,0
LACY,FRANK ARCHER,,Lieutenant,LT,0
LAW,JOHN CRAWFORD,,Captain,CPT,0
LEA,CLARENCE,,Captain,CPT,0
LESLIE,ERNEST HODGSON,,Captain,LT,0
MACCOLL,ALLAN EVAN,,Major,MAJ,0
MACDONALD,JOHN ALEXANDER,,Second Lieutenant,LT,0
MACFARLANE,JOHN REGINALD NORMAN,,Captain,LT,0
MACLEAN,WILLIAM NORMAN,,Captain,MAJ,0
MACLEOD,MARGARET CHRISTINE,,Nursing Sister,NS,0
MCCOMB,HAROLD ASHLEY,,Captain,CPT,0
MCDOUGALL,AGNES,,Nursing Sister,NS,0
MCLEAN,ROBERT JOHN,,Lieutenant,LT,0
MONK,WILLIAM MULOCK CARLETON,,Captain,LT,0
MOORE,WILLIAM MACLEOD,,Captain,LT,0
MUIRHEAD,JOHN FRASER BRYCE,,Lieutenant,LT,0
PACE,WILLIAM JOHN,,Captain,LT,0
PATERSON,WILLIAM,,Lieutenant,LT,0
PORTER,JAMES HERBERT,,Major,MAJ,0
PRATT,AUSTIN CRAIG,,Lieutenant,LT,0
PRICE,EVAN EDWARD,,Lieutenant,LT,0
PROCTOR,JOHN ALEXANDER,,Lieutenant,CPT,0
READ,WALTER DOUGLAS,,Lieutenant,LT,0
ROBERTSON,ALEXANDER CARMICHAEL,,Major,MAJ,0
RUGGLES,WALTER TRUEMAN,,Captain,CPT,0
SMITH,HARRY LAWRENCE,,Lieutenant,LT,0
SMITH,JOHN GRANT,,Lieutenant,LT,0
SNIDER,ARTHUR WESTBROOK,,Captain,CPT,0
SWITZER,ALBERT ROBERT,,Lieutenant,LT,0
TURGEON,ARTHUR,,Lieutenant,LT,0
VERNER,JACK DOUGLAS,,Captain,LT,0
WALDIE,WALTER SCOTT,,Lieutenant,LT,0
WARD,JAMES,,Captain,CPT,0
WARK,JOSEPH,,Captain,CPT,0
WARN,LANCELOT RODNEY,,Captain,LT,0
WILSON,ROBERT,,Lieutenant Colonel,LT,0
YOUNG,JAMES MCSTAY,,Lieutenant,LT,0
COLE,FREDERICK MINDEN,,Lieutenant Colonel,LCL,0
DAVIDSON,PEERS,,Lieutenant Colonel,LCL,0
FREEMAN,NELSON PORTER,,Captain,CPT,0
FRY,HENRY STEVENSON,,Lieutenant,LT,0
KEMP,GOLDWIN OTTER,,Lieutenant,LT,0
KINGSMILL,HENRY ARDAGH,,Captain,CPT,0
LAWRENCE,ALFRED JOHN,,Lieutenant,LT,0
LOVE,HUGH THOMAS MERCER,,Lieutenant,LT,0
MACKAY,DONALD AYLMER,,Major,MAJ,0
MATTHEWS,HENRY EDWARD,,Lieutenant,LT,0
MCGINNIS,MARY GERALDINE,,Nursing Sister,NS,0
MYERS,JACOB RAYMOND,,Lieutenant,LT,0
PIRIE,GORDON MOORE,,Lieutenant,LT,0
ROSS,WALTER,,Major,LT,0
WEBSTER,WILLIAM,,Lieutenant,COL,0
CAMPBELL,CHARLES VINCENT,,Lieutenant Colonel,LCL,0
CLEMENTS,JOHN HERBERT,,Lieutenant,LT,0
HANNA,BESSIE MAUD,,Nursing Sister,NS,0
HUTCHINSON,SAMUEL ARTHUR,,Lieutenant,LT,0
LOUDON,WALTER JOHN,,Captain,CPT,0
MARTIN,WILLIAM,,Able Seaman,CPT,0
MCLEAN,DANIEL,,Lieutenant,LCL,0
